flight_id,date,carrier,origin,dest,sched_dep_local,delay_risk,delayed_15,delay_cause,prev_arr_delay_min,turnaround_buffer_min,inbound_delay_after_buffer_min,snowfall_cm,precip_mm,wind_gust_kmh,departures_origin_hour,origin_hour_congestion_pctile
2015-01-11_EV5917,2015-01-11,EV,ORD,GSP,18:55,0.5415995792814481,1,carrier,3.0,140.0,0.0,0.07,0.0,17.3,65,0.8659726130181955
2015-01-11_OO5329,2015-01-11,OO,ORD,AVL,18:30,0.5414075103951655,0,nas,-4.0,118.0,0.0,0.07,0.0,17.3,65,0.8659726130181955
2015-01-11_UA744,2015-01-11,UA,ORD,BOS,16:15,0.5413901961784079,0,none,1.0,,0.0,0.0,0.0,20.9,51,0.5639654848996436
2015-01-10_AA346,2015-01-10,AA,ORD,LGA,19:55,0.5412887357245598,0,none,19.0,,0.0,0.0,0.0,34.6,38,0.17792159069592947
2015-01-11_F91073,2015-01-11,F9,ORD,DEN,18:50,0.5411991343043847,0,nas,6.0,40.0,0.0,0.07,0.0,17.3,65,0.8659726130181955
2015-01-11_AA2382,2015-01-11,AA,ORD,DFW,22:20,0.5411255192304706,1,weather,32.0,310.0,0.0,0.07,0.1,15.8,7,0.004220596510973551
2015-01-10_UA565,2015-01-10,UA,ORD,LAS,18:00,0.5408254587119248,0,nas,-19.0,283.0,0.0,0.0,0.0,34.2,51,0.5639654848996436
2015-01-11_UA1123,2015-01-11,UA,DEN,SAN,19:00,0.5403890674430589,0,none,40.0,246.0,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-11_MQ3638,2015-01-11,MQ,ORD,COU,10:50,0.5401975148425839,1,carrier,-2.0,,0.0,0.0,0.0,23.8,39,0.21403113862314763
2015-01-11_NK903,2015-01-11,NK,ORD,DFW,18:45,0.5396311910231645,1,nas,-21.0,184.0,0.0,0.07,0.0,17.3,65,0.8659726130181955
2015-01-11_UA608,2015-01-11,UA,ORD,DCA,11:00,0.5393836029090097,0,none,17.0,,0.0,0.0,0.0,24.5,38,0.17792159069592947
2015-01-11_MQ3636,2015-01-11,MQ,ORD,IND,10:20,0.5390206687589886,0,none,-1.0,,0.0,0.0,0.0,23.8,39,0.21403113862314763
2015-01-11_MQ3481,2015-01-11,MQ,ORD,FWA,08:35,0.5389763034998297,1,none,155.0,,0.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-11_AA1679,2015-01-11,AA,ORD,TPA,12:55,0.5385975943314485,1,late_aircraft,39.0,,0.0,0.0,0.0,25.6,44,0.30547739636090787
2015-01-11_F9783,2015-01-11,F9,DEN,LAS,18:35,0.5384178212664311,0,none,140.0,180.0,0.0,0.0,0.0,5.8,44,0.539187790998448
2015-01-10_UA1715,2015-01-10,UA,ORD,PIT,19:35,0.5383760613237634,1,carrier,-3.0,226.0,0.0,0.0,0.0,34.6,38,0.17792159069592947
2015-01-11_EV5982,2015-01-11,EV,ORD,SGF,15:40,0.5381876969496894,0,none,18.0,147.0,0.0,0.0,0.0,22.0,54,0.6468767585818795
2015-01-10_AA1331,2015-01-10,AA,ORD,STL,20:20,0.5381791394739512,1,none,22.0,228.0,0.0,0.0,0.0,34.6,30,0.06706058900769087
2015-01-11_WN4182,2015-01-11,WN,DEN,FLL,18:00,0.5381398345041549,1,late_aircraft,25.0,,0.0,0.0,0.0,5.8,44,0.539187790998448
2015-01-11_UA1703,2015-01-11,UA,ORD,LAX,13:58,0.536794026847103,0,none,15.0,,0.0,0.0,0.0,26.6,70,0.916619771149878
2015-01-10_EV3944,2015-01-10,EV,ORD,GSP,13:20,0.5362521818956223,0,none,46.0,,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-11_OO5424,2015-01-11,OO,DEN,HYS,18:25,0.5361986552412128,0,none,76.0,249.0,0.0,0.0,0.0,5.8,44,0.539187790998448
2015-01-11_OO5431,2015-01-11,OO,ORD,MKE,10:18,0.5360566176736838,0,none,80.0,,0.0,0.0,0.0,23.8,39,0.21403113862314763
2015-01-11_NK223,2015-01-11,NK,ORD,RSW,17:21,0.5359698056892372,0,nas,29.0,,0.0,0.0,0.0,19.4,52,0.6072969424123054
2015-01-11_OO5514,2015-01-11,OO,DEN,TUL,14:19,0.5359289917267698,1,carrier,42.0,73.0,0.0,0.07,0.0,5.0,27,0.28854112778065183
2015-01-11_OO5568,2015-01-11,OO,DEN,TUS,21:56,0.535566043539865,1,late_aircraft,94.0,114.0,0.0,0.07,0.0,9.7,26,0.23706673564407657
2015-01-11_AA1427,2015-01-11,AA,ORD,TUL,18:00,0.535304685873008,1,none,-3.0,354.0,0.0,0.07,0.0,17.3,65,0.8659726130181955
2015-01-11_OO5619,2015-01-11,OO,DEN,HLN,19:52,0.5351594511987054,1,late_aircraft,31.0,176.0,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-10_AA1687,2015-01-10,AA,ORD,FLL,17:20,0.5348760774723226,1,weather,17.0,,0.0,0.0,0.0,32.4,24,0.03442130932282874
2015-01-10_OO4987,2015-01-10,OO,ORD,MSY,15:31,0.5338055958681899,1,late_aircraft,24.0,,0.0,0.0,0.0,35.3,42,0.2893453385856312
2015-01-11_AA151,2015-01-11,AA,ORD,DEN,15:55,0.5334973952088736,0,none,25.0,,0.0,0.0,0.0,22.0,54,0.6468767585818795
2015-01-10_UA1074,2015-01-10,UA,ORD,BWI,19:35,0.5325781561928666,0,none,-18.0,,0.0,0.0,0.0,34.6,38,0.17792159069592947
2015-01-11_UA1731,2015-01-11,UA,ORD,DEN,16:59,0.531840147432187,1,weather,7.0,,0.0,0.0,0.0,20.9,51,0.5639654848996436
2015-01-11_EV5990,2015-01-11,EV,ORD,LNK,12:10,0.5313524406690837,0,none,26.0,,0.0,0.0,0.0,25.6,44,0.30547739636090787
2015-01-10_AA198,2015-01-10,AA,ORD,JFK,13:00,0.5312712111316119,1,late_aircraft,69.0,,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-10_UA1125,2015-01-10,UA,ORD,PDX,15:15,0.5309961172824188,0,none,1.0,,0.0,0.0,0.0,35.3,42,0.2893453385856312
2015-01-10_UA1650,2015-01-10,UA,ORD,ATL,19:35,0.5308906014304412,1,weather,-18.0,267.0,0.0,0.0,0.0,34.6,38,0.17792159069592947
2015-01-10_UA278,2015-01-10,UA,ORD,MDT,19:40,0.5307475462651283,0,none,-11.0,,0.0,0.0,0.0,34.6,38,0.17792159069592947
2015-01-11_WN744,2015-01-11,WN,DEN,SAT,19:00,0.5299981227386085,0,none,56.0,,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-11_UA459,2015-01-11,UA,ORD,DEN,16:31,0.5298087334498442,0,nas,-4.0,,0.0,0.0,0.0,20.9,51,0.5639654848996436
2015-01-11_UA669,2015-01-11,UA,DEN,MSP,19:41,0.5295368483787208,0,none,34.0,91.0,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-11_OO4993,2015-01-11,OO,ORD,PIT,15:42,0.5293979409919258,0,none,16.0,168.0,0.0,0.0,0.0,22.0,54,0.6468767585818795
2015-01-11_EV6030,2015-01-11,EV,ORD,SBN,10:18,0.5293127017412168,0,none,176.0,,0.0,0.0,0.0,23.8,39,0.21403113862314763
2015-01-11_UA1101,2015-01-11,UA,DEN,LAS,19:45,0.5288925086061147,0,none,35.0,,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-11_UA241,2015-01-11,UA,ORD,SEA,12:00,0.528735095936161,0,none,13.0,,0.0,0.0,0.0,25.6,44,0.30547739636090787
2015-01-11_WN1020,2015-01-11,WN,DEN,OMA,19:25,0.5282026973797491,0,nas,177.0,,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-11_UA387,2015-01-11,UA,ORD,BDL,13:21,0.5276436571362043,0,none,28.0,,0.0,0.0,0.0,26.6,70,0.916619771149878
2015-01-11_AA1634,2015-01-11,AA,ORD,STL,18:30,0.5276138949283279,1,carrier,-14.0,379.0,0.0,0.07,0.0,17.3,65,0.8659726130181955
2015-01-11_EV4744,2015-01-11,EV,ORD,GRB,17:45,0.5275727146175988,0,nas,18.0,137.0,0.0,0.0,0.0,19.4,52,0.6072969424123054
2015-01-11_MQ2931,2015-01-11,MQ,ORD,BMI,09:40,0.5274129210457394,0,none,-22.0,,0.0,0.0,0.0,24.5,58,0.7106546614143688
2015-01-11_MQ3128,2015-01-11,MQ,ORD,CVG,08:50,0.5268985172263482,0,none,35.0,,0.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-10_UA1237,2015-01-10,UA,ORD,LGA,13:03,0.526325324339876,0,none,17.0,,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-10_MQ3227,2015-01-10,MQ,ORD,SGF,14:50,0.5258296435704121,1,nas,0.0,16.0,0.0,0.0,0.0,36.7,23,0.027762145938848248
2015-01-11_UA650,2015-01-11,UA,DEN,JAC,11:18,0.5251640034616663,0,none,262.0,,77.0,0.0,0.0,12.6,52,0.6835230212105535
2015-01-10_AA1263,2015-01-10,AA,ORD,MIA,13:45,0.5251193358392269,0,none,37.0,,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-10_OO5378,2015-01-10,OO,ORD,PAH,20:20,0.5250051864744983,0,none,20.0,,0.0,0.0,0.0,34.6,30,0.06706058900769087
2015-01-11_UA1255,2015-01-11,UA,ORD,SFO,13:05,0.5247002491913161,0,none,18.0,,0.0,0.0,0.0,26.6,70,0.916619771149878
2015-01-11_EV4750,2015-01-11,EV,ORD,MEM,12:55,0.5245367530973895,0,none,25.0,,0.0,0.0,0.0,25.6,44,0.30547739636090787
2015-01-10_UA1177,2015-01-10,UA,ORD,DEN,15:00,0.524013360537149,1,carrier,-11.0,77.0,0.0,0.0,0.0,35.3,42,0.2893453385856312
2015-01-11_OO5465,2015-01-11,OO,DEN,JMS,19:55,0.5239659223657456,1,late_aircraft,84.0,,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-11_VX211,2015-01-11,VX,ORD,SFO,16:20,0.5236080176566995,0,none,0.0,,0.0,0.0,0.0,20.9,51,0.5639654848996436
2015-01-10_EV4548,2015-01-10,EV,ORD,ROC,12:55,0.5235234656726063,1,none,71.0,,0.0,0.0,0.0,36.0,40,0.2473269555430501
2015-01-10_VX211,2015-01-10,VX,ORD,SFO,16:20,0.5231315813963161,0,none,0.0,,0.0,0.0,0.0,34.6,45,0.31804539486025135
2015-01-11_UA1128,2015-01-11,UA,ORD,LAX,15:06,0.5220405904763897,1,carrier,2.0,,0.0,0.0,0.0,22.0,54,0.6468767585818795
2015-01-11_DL1977,2015-01-11,DL,ORD,ATL,18:00,0.5215624159204887,1,weather,0.0,,0.0,0.07,0.0,17.3,65,0.8659726130181955
2015-01-11_UA1757,2015-01-11,UA,ORD,SNA,16:55,0.5213677612492784,0,none,-8.0,234.0,0.0,0.0,0.0,20.9,51,0.5639654848996436
2015-01-11_UA1733,2015-01-11,UA,DEN,IAD,19:51,0.5213110383676618,1,late_aircraft,20.0,,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-10_AS21,2015-01-10,AS,ORD,SEA,19:30,0.5208843153484708,0,nas,0.0,,0.0,0.0,0.0,34.6,38,0.17792159069592947
2015-01-11_UA1285,2015-01-11,UA,ORD,IAD,16:18,0.5207652268605144,0,none,-15.0,,0.0,0.0,0.0,20.9,51,0.5639654848996436
2015-01-11_UA493,2015-01-11,UA,ORD,SFO,17:06,0.5206262891781075,1,none,0.0,,0.0,0.0,0.0,19.4,52,0.6072969424123054
2015-01-11_MQ3395,2015-01-11,MQ,ORD,MEM,08:40,0.5204260026404758,0,none,44.0,,0.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-11_UA997,2015-01-11,UA,DEN,SLC,11:34,0.519852017186961,0,none,237.0,,52.0,0.0,0.0,12.6,52,0.6835230212105535
2015-01-11_UA371,2015-01-11,UA,ORD,SEA,17:44,0.5194670493591323,1,none,11.0,340.0,0.0,0.0,0.0,19.4,52,0.6072969424123054
2015-01-11_UA1667,2015-01-11,UA,ORD,PDX,17:06,0.5193433637650112,0,weather,-5.0,63.0,0.0,0.0,0.0,19.4,52,0.6072969424123054
2015-01-11_MQ2919,2015-01-11,MQ,ORD,CID,08:40,0.5187419284825165,0,none,26.0,,0.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-11_MQ3494,2015-01-11,MQ,ORD,SYR,08:00,0.5186139536237862,1,carrier,47.0,,0.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-11_MQ3388,2015-01-11,MQ,ORD,JAX,08:30,0.5175930254962603,0,none,57.0,,0.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-11_OO5254,2015-01-11,OO,ORD,ATL,09:10,0.5166969997513825,0,none,88.0,,0.0,0.0,0.0,24.5,58,0.7106546614143688
2015-01-11_EV3945,2015-01-11,EV,ORD,SDF,16:42,0.5165299579394418,1,none,12.0,72.0,0.0,0.0,0.0,20.9,51,0.5639654848996436
2015-01-11_OO6533,2015-01-11,OO,ORD,DCA,09:00,0.5165273362039702,0,none,88.0,,0.0,0.0,0.0,24.5,58,0.7106546614143688
2015-01-10_NK659,2015-01-10,NK,ORD,MCI,14:11,0.5146194799783722,1,late_aircraft,70.0,212.0,0.0,0.0,0.0,36.7,23,0.027762145938848248
2015-01-10_AS675,2015-01-10,AS,ORD,PDX,17:30,0.5142141926987153,0,none,18.0,,0.0,0.0,0.0,32.4,24,0.03442130932282874
2015-01-11_UA795,2015-01-11,UA,DEN,IAD,12:45,0.5140013276544386,0,none,66.0,,0.0,0.0,0.0,7.6,45,0.5565183652353854
2015-01-11_EV5925,2015-01-11,EV,ORD,FSD,09:50,0.5133223974218313,0,none,294.0,,109.0,0.0,0.0,24.5,58,0.7106546614143688
2015-01-11_UA1559,2015-01-11,UA,DEN,MCO,12:40,0.5133187387732665,0,none,157.0,,0.0,0.0,0.0,7.6,45,0.5565183652353854
2015-01-11_UA1608,2015-01-11,UA,ORD,PHX,16:55,0.5132469590615348,1,late_aircraft,-13.0,217.0,0.0,0.0,0.0,20.9,51,0.5639654848996436
2015-01-11_AA155,2015-01-11,AA,ORD,LAX,14:13,0.5128413658062703,0,none,24.0,,0.0,0.0,0.0,25.9,34,0.10307634590133183
2015-01-11_EV5978,2015-01-11,EV,ORD,IND,09:16,0.5127583506874517,0,none,66.0,,0.0,0.0,0.0,24.5,58,0.7106546614143688
2015-01-11_EV6155,2015-01-11,EV,DEN,ISN,19:40,0.5127027645901999,1,nas,52.0,209.0,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-10_OO5395,2015-01-10,OO,ORD,STC,18:00,0.512701929943144,1,late_aircraft,-1.0,155.0,0.0,0.0,0.0,34.2,51,0.5639654848996436
2015-01-11_UA711,2015-01-11,UA,ORD,LAS,15:21,0.5126680706913924,0,none,0.0,,0.0,0.0,0.0,22.0,54,0.6468767585818795
2015-01-11_EV5997,2015-01-11,EV,DEN,MOT,19:45,0.5125806380707802,0,carrier,29.0,196.0,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-10_OO5495,2015-01-10,OO,ORD,SAT,18:00,0.5123614546050087,0,nas,2.0,371.0,0.0,0.0,0.0,34.2,51,0.5639654848996436
2015-01-11_NK893,2015-01-11,NK,ORD,DFW,09:15,0.5118746502056414,0,none,94.0,,0.0,0.0,0.0,24.5,58,0.7106546614143688
2015-01-11_AA322,2015-01-11,AA,ORD,DCA,11:35,0.5116827782835227,1,carrier,23.0,,0.0,0.0,0.0,24.5,38,0.17792159069592947
2015-01-10_OO5325,2015-01-10,OO,ORD,DLH,13:35,0.5116538602833135,0,none,17.0,95.0,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-11_UA446,2015-01-11,UA,ORD,MCI,15:34,0.511622246521775,1,carrier,0.0,,0.0,0.0,0.0,22.0,54,0.6468767585818795
2015-01-10_AA1037,2015-01-10,AA,ORD,SJC,16:35,0.5101162494960305,1,weather,4.0,62.0,0.0,0.0,0.0,34.6,45,0.31804539486025135
2015-01-11_OO6250,2015-01-11,OO,DEN,PSP,21:56,0.5100469337060616,1,late_aircraft,57.0,181.0,0.0,0.07,0.0,9.7,26,0.23706673564407657
2015-01-10_UA771,2015-01-10,UA,ORD,DFW,15:00,0.510028100470936,0,none,-9.0,,0.0,0.0,0.0,35.3,42,0.2893453385856312
2015-01-10_MQ3601,2015-01-10,MQ,ORD,TVC,14:20,0.5099812729337417,1,carrier,-2.0,102.0,0.0,0.0,0.0,36.7,23,0.027762145938848248
2015-01-11_B6312,2015-01-11,B6,ORD,BOS,13:53,0.5099465437401156,0,none,25.0,,0.0,0.0,0.0,26.6,70,0.916619771149878
2015-01-10_EV6117,2015-01-10,EV,ORD,FAR,18:10,0.5099393474505192,1,carrier,3.0,161.0,0.0,0.0,0.0,34.2,51,0.5639654848996436
2015-01-10_OO6277,2015-01-10,OO,ORD,DCA,19:35,0.5096927492303703,1,weather,0.0,,0.0,0.0,0.0,34.6,38,0.17792159069592947
2015-01-10_EV6011,2015-01-10,EV,ORD,CLE,18:00,0.5084171971982315,0,none,8.0,134.0,0.0,0.0,0.0,34.2,51,0.5639654848996436
2015-01-10_AA1426,2015-01-10,AA,ORD,BOS,18:35,0.5083444791352475,1,weather,0.0,,0.0,0.0,0.0,34.2,51,0.5639654848996436
2015-01-11_OO5641,2015-01-11,OO,DEN,COS,20:00,0.5082595722879936,1,late_aircraft,242.0,197.0,45.0,0.0,0.0,6.8,14,0.06660631143300569
2015-01-10_UA501,2015-01-10,UA,ORD,OMA,15:31,0.5081642104793267,0,none,-15.0,,0.0,0.0,0.0,35.3,42,0.2893453385856312
2015-01-11_EV3958,2015-01-11,EV,ORD,MEM,16:03,0.507941432185938,0,none,2.0,91.0,0.0,0.0,0.0,20.9,51,0.5639654848996436
2015-01-11_UA675,2015-01-11,UA,DEN,GEG,11:11,0.5079096627959877,0,none,162.0,,0.0,0.0,0.0,12.6,52,0.6835230212105535
2015-01-11_UA578,2015-01-11,UA,ORD,BOS,13:15,0.5073977892829463,0,none,-3.0,116.0,0.0,0.0,0.0,26.6,70,0.916619771149878
2015-01-10_MQ3289,2015-01-10,MQ,ORD,SUX,14:50,0.5069399743105563,1,weather,-9.0,101.0,0.0,0.0,0.0,36.7,23,0.027762145938848248
2015-01-11_UA751,2015-01-11,UA,DEN,DSM,12:36,0.5067646676919108,0,none,133.0,,0.0,0.0,0.0,7.6,45,0.5565183652353854
2015-01-11_UA1658,2015-01-11,UA,DEN,ORD,11:20,0.5067200062425993,1,carrier,113.0,,0.0,0.0,0.0,12.6,52,0.6835230212105535
2015-01-11_EV3256,2015-01-11,EV,ORD,CAK,16:05,0.5065270357087992,0,none,1.0,93.0,0.0,0.0,0.0,20.9,51,0.5639654848996436
2015-01-10_UA1179,2015-01-10,UA,ORD,IAH,17:35,0.5064059081451453,1,none,5.0,,0.0,0.0,0.0,32.4,24,0.03442130932282874
2015-01-10_UA606,2015-01-10,UA,ORD,OMA,20:15,0.506399951510719,1,none,-1.0,303.0,0.0,0.0,0.0,34.6,30,0.06706058900769087
2015-01-11_UA1037,2015-01-11,UA,ORD,LGA,15:00,0.5061675856173745,0,none,-12.0,310.0,0.0,0.0,0.0,22.0,54,0.6468767585818795
2015-01-10_AA55,2015-01-10,AA,ORD,LAS,18:45,0.5058278108666668,1,weather,0.0,,0.0,0.0,0.0,34.2,51,0.5639654848996436
2015-01-11_AA241,2015-01-11,AA,ORD,SFO,16:10,0.5056411598926445,0,none,-2.0,,0.0,0.0,0.0,20.9,51,0.5639654848996436
2015-01-11_WN335,2015-01-11,WN,DEN,MCO,18:00,0.5052133317090439,1,late_aircraft,25.0,,0.0,0.0,0.0,5.8,44,0.539187790998448
2015-01-10_EV3925,2015-01-10,EV,ORD,LAN,16:00,0.5049608860057415,0,none,1.0,88.0,0.0,0.0,0.0,34.6,45,0.31804539486025135
2015-01-10_NK763,2015-01-10,NK,ORD,MSP,19:52,0.5049488081524843,0,none,3.0,,0.0,0.0,0.0,34.6,38,0.17792159069592947
2015-01-11_EV3936,2015-01-11,EV,ORD,ATW,16:50,0.5049157201024882,1,none,2.0,81.0,0.0,0.0,0.0,20.9,51,0.5639654848996436
2015-01-10_EV5673,2015-01-10,EV,ORD,LNK,18:00,0.5046708138618469,1,carrier,-1.0,,0.0,0.0,0.0,34.2,51,0.5639654848996436
2015-01-11_AA1693,2015-01-11,AA,ORD,MCO,10:50,0.5044525297443688,0,none,63.0,,0.0,0.0,0.0,23.8,39,0.21403113862314763
2015-01-11_F9608,2015-01-11,F9,DEN,IND,19:45,0.5043724201205508,1,late_aircraft,63.0,302.0,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-10_OO5339,2015-01-10,OO,ORD,SPI,16:00,0.5042812315789639,0,none,8.0,118.0,0.0,0.0,0.0,34.6,45,0.31804539486025135
2015-01-10_EV4433,2015-01-10,EV,ORD,CLE,16:10,0.5042211283070113,1,carrier,1.0,122.0,0.0,0.0,0.0,34.6,45,0.31804539486025135
2015-01-11_UA1179,2015-01-11,UA,ORD,IAH,17:35,0.5038713094946139,0,nas,-1.0,250.0,0.0,0.0,0.0,19.4,52,0.6072969424123054
2015-01-10_NK209,2015-01-10,NK,ORD,OAK,15:50,0.5038358502784934,0,none,14.0,,0.0,0.0,0.0,35.3,42,0.2893453385856312
2015-01-10_EV4715,2015-01-10,EV,ORD,BNA,16:33,0.5035119139723702,0,nas,0.0,141.0,0.0,0.0,0.0,34.6,45,0.31804539486025135
2015-01-10_OO4973,2015-01-10,OO,ORD,ATL,13:07,0.5030440424346512,0,none,96.0,,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-11_F9132,2015-01-11,F9,DEN,DFW,19:45,0.5028697719133104,1,late_aircraft,75.0,356.0,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-10_AA2409,2015-01-10,AA,ORD,TPA,18:05,0.5027204122932638,1,weather,3.0,228.0,0.0,0.0,0.0,34.2,51,0.5639654848996436
2015-01-11_US1971,2015-01-11,US,ORD,CLT,18:25,0.5026866560816026,0,nas,0.0,,0.0,0.07,0.0,17.3,65,0.8659726130181955
2015-01-10_UA1102,2015-01-10,UA,ORD,MCO,13:20,0.5026316841876036,0,none,1.0,120.0,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-11_UA1551,2015-01-11,UA,DEN,MSY,12:35,0.5023629970648017,0,none,27.0,,0.0,0.0,0.0,7.6,45,0.5565183652353854
2015-01-11_WN1872,2015-01-11,WN,DEN,SAN,12:05,0.5022671709790903,0,nas,52.0,,0.0,0.0,0.0,7.6,45,0.5565183652353854
2015-01-10_OO6379,2015-01-10,OO,ORD,BOS,16:15,0.5021421229103717,1,none,-20.0,95.0,0.0,0.0,0.0,34.6,45,0.31804539486025135
2015-01-10_EV6165,2015-01-10,EV,ORD,MCI,18:10,0.5020723241417081,1,late_aircraft,-4.0,144.0,0.0,0.0,0.0,34.2,51,0.5639654848996436
2015-01-10_EV4647,2015-01-10,EV,ORD,CRW,16:15,0.5019174588067639,0,none,12.0,348.0,0.0,0.0,0.0,34.6,45,0.31804539486025135
2015-01-11_AA1037,2015-01-11,AA,ORD,SJC,16:35,0.5015282151103753,0,none,2.0,62.0,0.0,0.0,0.0,20.9,51,0.5639654848996436
2015-01-10_EV3958,2015-01-10,EV,ORD,MEM,16:16,0.5015170842335197,0,none,9.0,,0.0,0.0,0.0,34.6,45,0.31804539486025135
2015-01-11_UA1030,2015-01-11,UA,ORD,LAX,17:00,0.5014920479020459,1,weather,-7.0,,0.0,0.0,0.0,19.4,52,0.6072969424123054
2015-01-10_EV5932,2015-01-10,EV,ORD,CAK,16:30,0.5013995680809272,0,none,-3.0,77.0,0.0,0.0,0.0,34.6,45,0.31804539486025135
2015-01-11_F9364,2015-01-11,F9,DEN,MKE,19:50,0.5011737127830997,1,carrier,57.0,,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-11_MQ3458,2015-01-11,MQ,ORD,MLI,08:20,0.5010733797555958,0,none,5.0,,0.0,0.0,0.0,25.6,50,0.49305946351528795
2015-01-11_UA220,2015-01-11,UA,ORD,LAS,17:00,0.50073660415788,1,weather,-5.0,230.0,0.0,0.0,0.0,19.4,52,0.6072969424123054
2015-01-11_AA1375,2015-01-11,AA,ORD,RSW,10:35,0.5004726623344325,0,none,34.0,,0.0,0.0,0.0,23.8,39,0.21403113862314763
2015-01-10_EV5973,2015-01-10,EV,ORD,TUL,18:10,0.5004361489714054,0,nas,1.0,128.0,0.0,0.0,0.0,34.2,51,0.5639654848996436
2015-01-11_UA291,2015-01-11,UA,DEN,EWR,12:32,0.5002737942400753,0,none,53.0,,0.0,0.0,0.0,7.6,45,0.5565183652353854
2015-01-11_OO2632,2015-01-11,OO,ORD,MKE,10:30,0.5002358955650523,0,none,29.0,,0.0,0.0,0.0,23.8,39,0.21403113862314763
2015-01-11_WN2295,2015-01-11,WN,DEN,BWI,19:25,0.5000366378961383,1,nas,26.0,,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-10_AA1118,2015-01-10,AA,ORD,PBI,19:05,0.49964728456499247,0,nas,0.0,,0.0,0.0,0.0,34.6,38,0.17792159069592947
2015-01-10_UA686,2015-01-10,UA,ORD,BWI,13:36,0.4995787158509532,0,none,13.0,,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-10_OO6247,2015-01-10,OO,ORD,SLC,18:10,0.4989500235608919,0,nas,-13.0,343.0,0.0,0.0,0.0,34.2,51,0.5639654848996436
2015-01-10_EV4353,2015-01-10,EV,ORD,CLE,13:18,0.4983850925200758,0,none,30.0,,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-11_OO5168,2015-01-11,OO,DEN,FSD,15:31,0.49760928956166794,1,late_aircraft,51.0,160.0,0.0,0.0,0.0,5.4,49,0.6117434040351785
2015-01-10_EV4737,2015-01-10,EV,ORD,PIA,13:10,0.4973955105962719,0,none,21.0,,0.0,0.0,0.0,39.2,63,0.8181391858938285
2015-01-11_AS675,2015-01-11,AS,ORD,PDX,17:30,0.4971829004185538,0,none,3.0,,0.0,0.0,0.0,19.4,52,0.6072969424123054
2015-01-11_UA786,2015-01-11,UA,ORD,ATL,11:21,0.4971811541377509,0,none,9.0,,0.0,0.0,0.0,24.5,38,0.17792159069592947
2015-01-10_AA1559,2015-01-10,AA,ORD,MIA,18:55,0.49680680332326704,1,weather,-10.0,210.0,0.0,0.0,0.0,34.2,51,0.5639654848996436
2015-01-11_EV6172,2015-01-11,EV,ORD,GRR,16:14,0.4964876768191375,0,none,3.0,388.0,0.0,0.0,0.0,20.9,51,0.5639654848996436
2015-01-10_EV4304,2015-01-10,EV,ORD,CLT,16:25,0.4964546002130252,0,none,2.0,82.0,0.0,0.0,0.0,34.6,45,0.31804539486025135
2015-01-10_AA149,2015-01-10,AA,ORD,JFK,19:35,0.49641657628598923,1,none,0.0,,0.0,0.0,0.0,34.6,38,0.17792159069592947
2015-01-11_EV4544,2015-01-11,EV,ORD,CLT,16:25,0.49597280232109986,1,nas,1.0,72.0,0.0,0.0,0.0,20.9,51,0.5639654848996436
2015-01-11_UA775,2015-01-11,UA,ORD,DEN,12:20,0.4957379722886627,0,none,4.0,,0.0,0.0,0.0,25.6,44,0.30547739636090787
2015-01-11_F9822,2015-01-11,F9,DEN,MCI,19:35,0.49551894222681575,1,late_aircraft,140.0,280.0,0.0,0.0,0.0,6.1,61,0.9094671495085359
2015-01-11_AS29,2015-01-11,AS,ORD,SEA,15:20,0.4954378049582415,0,none,0.0,,0.0,0.0,0.0,22.0,54,0.6468767585818795
2015-01-10_EV6087,2015-01-10,EV,ORD,ATW,18:05,0.49528501125800023,0,none,-13.0,150.0,0.0,0.0,0.0,34.2,51,0.5639654848996436
